# File: YH_021.posterior
# Summary of state calls for this individual:
#   0,1,0,1: 4106
#   2,0,0,0: 2027
#   1,1,0,0: 997
#   1,0,0,1: 661
#   0,0,0,2: 87
#----------------------------------------
chrom,position,called_state
LG1,953551,"2,0,0,0"
LG1,956411,"2,0,0,0"
LG1,957858,"2,0,0,0"
LG1,959610,"2,0,0,0"
LG1,960888,"2,0,0,0"
LG1,962057,"2,0,0,0"
LG1,970260,"2,0,0,0"
LG1,973431,"2,0,0,0"
LG1,974848,"2,0,0,0"
LG1,978164,"2,0,0,0"
LG1,979662,"2,0,0,0"
LG1,980791,"2,0,0,0"
LG1,988025,"2,0,0,0"
LG1,989283,"2,0,0,0"
LG1,993643,"2,0,0,0"
LG1,995011,"2,0,0,0"
LG1,996066,"2,0,0,0"
LG1,997786,"2,0,0,0"
LG1,1001902,"2,0,0,0"
LG1,1003122,"2,0,0,0"
LG1,1004165,"2,0,0,0"
LG1,1008443,"2,0,0,0"
LG1,1010122,"2,0,0,0"
LG1,1011780,"2,0,0,0"
LG1,1016089,"2,0,0,0"
LG1,1018092,"2,0,0,0"
LG1,1020214,"2,0,0,0"
LG1,1028657,"2,0,0,0"
LG1,1032101,"2,0,0,0"
LG1,1033997,"2,0,0,0"
LG1,1035926,"2,0,0,0"
LG1,1037696,"2,0,0,0"
LG1,1039546,"2,0,0,0"
LG1,1041333,"2,0,0,0"
LG1,1044538,"2,0,0,0"
LG1,1047496,"2,0,0,0"
LG1,1052097,"2,0,0,0"
LG1,1053835,"2,0,0,0"
LG1,1061068,"2,0,0,0"
LG1,1063455,"2,0,0,0"
LG1,1065037,"2,0,0,0"
LG1,1067256,"2,0,0,0"
LG1,1068585,"2,0,0,0"
LG1,1070504,"2,0,0,0"
LG1,1072208,"2,0,0,0"
LG1,1074363,"2,0,0,0"
LG1,1075437,"2,0,0,0"
LG1,1076775,"2,0,0,0"
LG1,1078677,"2,0,0,0"
LG1,1080351,"2,0,0,0"
LG1,1084010,"2,0,0,0"
LG1,1086629,"2,0,0,0"
LG1,1087647,"2,0,0,0"
LG1,1089204,"2,0,0,0"
LG1,1091683,"2,0,0,0"
LG1,1093568,"2,0,0,0"
LG1,1095700,"2,0,0,0"
LG1,1097423,"2,0,0,0"
LG1,1101382,"2,0,0,0"
LG1,1103691,"2,0,0,0"
LG1,1104702,"2,0,0,0"
LG1,1108469,"2,0,0,0"
LG1,1110025,"2,0,0,0"
LG1,1113239,"2,0,0,0"
LG1,1115919,"2,0,0,0"
LG1,1118223,"2,0,0,0"
LG1,1119579,"2,0,0,0"
LG1,1121706,"2,0,0,0"
LG1,1123061,"2,0,0,0"
LG1,1124183,"2,0,0,0"
LG1,1125439,"2,0,0,0"
LG1,1126672,"2,0,0,0"
LG1,1128944,"2,0,0,0"
LG1,1131920,"2,0,0,0"
LG1,1133052,"2,0,0,0"
LG1,1134463,"2,0,0,0"
LG1,1136165,"2,0,0,0"
LG1,1137653,"2,0,0,0"
LG1,1139279,"2,0,0,0"
LG1,1140923,"2,0,0,0"
LG1,1142469,"2,0,0,0"
LG1,1143987,"2,0,0,0"
LG1,1145837,"2,0,0,0"
LG1,1146873,"2,0,0,0"
LG1,1148933,"2,0,0,0"
LG1,1151178,"2,0,0,0"
LG1,1152214,"2,0,0,0"
LG1,1153901,"2,0,0,0"
LG1,1156162,"2,0,0,0"
LG1,1157195,"2,0,0,0"
LG1,1158560,"2,0,0,0"
LG1,1160814,"2,0,0,0"
LG1,1161994,"2,0,0,0"
LG1,1163522,"2,0,0,0"
LG1,1164552,"2,0,0,0"
LG1,1165716,"2,0,0,0"
LG1,1167543,"2,0,0,0"
LG1,1170463,"2,0,0,0"
LG1,1171829,"2,0,0,0"
LG1,1173512,"2,0,0,0"
LG1,1174763,"2,0,0,0"
LG1,1175805,"2,0,0,0"
LG1,1176815,"2,0,0,0"
LG1,1180546,"2,0,0,0"
LG1,1181571,"2,0,0,0"
LG1,1183525,"2,0,0,0"
LG1,1185543,"2,0,0,0"
LG1,1186646,"2,0,0,0"
LG1,1191234,"2,0,0,0"
LG1,1194043,"2,0,0,0"
LG1,1196589,"2,0,0,0"
LG1,1198202,"2,0,0,0"
LG1,1199301,"2,0,0,0"
LG1,1200600,"2,0,0,0"
LG1,1201711,"2,0,0,0"
LG1,1203830,"2,0,0,0"
LG1,1205661,"2,0,0,0"
LG1,1206869,"2,0,0,0"
LG1,1208948,"2,0,0,0"
LG1,1210467,"2,0,0,0"
LG1,1212820,"2,0,0,0"
LG1,1214071,"2,0,0,0"
LG1,1215202,"2,0,0,0"
LG1,1218745,"2,0,0,0"
LG1,1220395,"2,0,0,0"
LG1,1222277,"2,0,0,0"
LG1,1225246,"2,0,0,0"
LG1,1226292,"2,0,0,0"
LG1,1227306,"2,0,0,0"
LG1,1228805,"2,0,0,0"
LG1,1229904,"2,0,0,0"
LG1,1231145,"2,0,0,0"
LG1,1232916,"2,0,0,0"
LG1,1234141,"2,0,0,0"
LG1,1236279,"2,0,0,0"
LG1,1238299,"2,0,0,0"
LG1,1239906,"2,0,0,0"
LG1,1241131,"2,0,0,0"
LG1,1242225,"2,0,0,0"
LG1,1243234,"2,0,0,0"
LG1,1244513,"2,0,0,0"
LG1,1245593,"2,0,0,0"
LG1,1246861,"2,0,0,0"
LG1,1248664,"2,0,0,0"
LG1,1250729,"2,0,0,0"
LG1,1252221,"2,0,0,0"
LG1,1253229,"2,0,0,0"
LG1,1254453,"2,0,0,0"
LG1,1256920,"2,0,0,0"
LG1,1259543,"2,0,0,0"
LG1,1260753,"2,0,0,0"
LG1,1261897,"2,0,0,0"
LG1,1263219,"2,0,0,0"
LG1,1264251,"2,0,0,0"
LG1,1265534,"2,0,0,0"
LG1,1266816,"2,0,0,0"
LG1,1269167,"2,0,0,0"
LG1,1271371,"2,0,0,0"
LG1,1273955,"2,0,0,0"
LG1,1275951,"2,0,0,0"
LG1,1276959,"2,0,0,0"
LG1,1278501,"2,0,0,0"
LG1,1280713,"2,0,0,0"
LG1,1282415,"2,0,0,0"
LG1,1284377,"2,0,0,0"
LG1,1286060,"2,0,0,0"
LG1,1289759,"2,0,0,0"
LG1,1291582,"2,0,0,0"
LG1,1292723,"2,0,0,0"
LG1,1293920,"2,0,0,0"
LG1,1295467,"2,0,0,0"
LG1,1296748,"2,0,0,0"
LG1,1298083,"2,0,0,0"
LG1,1302849,"2,0,0,0"
LG1,1304568,"2,0,0,0"
LG1,1306053,"2,0,0,0"
LG1,1307191,"2,0,0,0"
LG1,1308294,"2,0,0,0"
LG1,1310304,"2,0,0,0"
LG1,1311631,"2,0,0,0"
LG1,1313358,"2,0,0,0"
LG1,1315541,"2,0,0,0"
LG1,1317981,"2,0,0,0"
LG1,1319105,"2,0,0,0"
LG1,1320823,"2,0,0,0"
LG1,1322494,"2,0,0,0"
LG1,1325417,"2,0,0,0"
LG1,1326817,"2,0,0,0"
LG1,1328097,"2,0,0,0"
LG1,1330764,"2,0,0,0"
LG1,1332168,"2,0,0,0"
LG1,1333171,"2,0,0,0"
LG1,1334729,"2,0,0,0"
LG1,1336255,"2,0,0,0"
LG1,1339352,"2,0,0,0"
LG1,1340750,"2,0,0,0"
LG1,1342008,"2,0,0,0"
LG1,1343074,"2,0,0,0"
LG1,1345016,"2,0,0,0"
LG1,1346084,"2,0,0,0"
LG1,1347567,"2,0,0,0"
LG1,1348623,"2,0,0,0"
LG1,1350260,"2,0,0,0"
LG1,1351881,"2,0,0,0"
LG1,1353194,"2,0,0,0"
LG1,1354549,"2,0,0,0"
LG1,1355739,"2,0,0,0"
LG1,1359946,"2,0,0,0"
LG1,1361102,"2,0,0,0"
LG1,1362643,"2,0,0,0"
LG1,1363891,"2,0,0,0"
LG1,1364998,"2,0,0,0"
LG1,1367256,"2,0,0,0"
LG1,1368633,"2,0,0,0"
LG1,1369997,"2,0,0,0"
LG1,1371053,"2,0,0,0"
LG1,1373460,"2,0,0,0"
LG1,1374543,"2,0,0,0"
LG1,1376194,"2,0,0,0"
LG1,1378054,"2,0,0,0"
LG1,1380258,"2,0,0,0"
LG1,1382715,"2,0,0,0"
LG1,1384832,"2,0,0,0"
LG1,1386379,"2,0,0,0"
LG1,1387698,"2,0,0,0"
LG1,1389099,"2,0,0,0"
LG1,1390380,"2,0,0,0"
LG1,1392714,"2,0,0,0"
LG1,1396161,"2,0,0,0"
LG1,1397801,"2,0,0,0"
LG1,1399479,"2,0,0,0"
LG1,1400530,"2,0,0,0"
LG1,1401578,"2,0,0,0"
LG1,1402588,"2,0,0,0"
LG1,1403749,"2,0,0,0"
LG1,1406585,"2,0,0,0"
LG1,1407889,"2,0,0,0"
LG1,1409234,"2,0,0,0"
LG1,1411780,"2,0,0,0"
LG1,1413027,"2,0,0,0"
LG1,1415256,"2,0,0,0"
LG1,1416717,"2,0,0,0"
LG1,1417892,"2,0,0,0"
LG1,1419255,"2,0,0,0"
LG1,1420277,"2,0,0,0"
LG1,1421765,"2,0,0,0"
LG1,1423847,"2,0,0,0"
LG1,1425216,"2,0,0,0"
LG1,1426256,"2,0,0,0"
LG1,1428279,"2,0,0,0"
LG1,1430908,"2,0,0,0"
LG1,1432713,"2,0,0,0"
LG1,1434146,"2,0,0,0"
LG1,1435646,"2,0,0,0"
LG1,1437084,"2,0,0,0"
LG1,1438136,"2,0,0,0"
LG1,1439527,"2,0,0,0"
LG1,1441297,"2,0,0,0"
LG1,1442702,"2,0,0,0"
LG1,1444841,"2,0,0,0"
LG1,1446012,"2,0,0,0"
LG1,1451211,"2,0,0,0"
LG1,1453458,"2,0,0,0"
LG1,1457865,"2,0,0,0"
LG1,1463069,"2,0,0,0"
LG1,1464258,"2,0,0,0"
LG1,1465354,"2,0,0,0"
LG1,1466997,"2,0,0,0"
LG1,1470481,"2,0,0,0"
LG1,1471685,"2,0,0,0"
LG1,1473648,"2,0,0,0"
LG1,1475246,"2,0,0,0"
LG1,1476717,"2,0,0,0"
LG1,1478453,"2,0,0,0"
LG1,1479642,"2,0,0,0"
LG1,1481125,"2,0,0,0"
LG1,1482221,"2,0,0,0"
LG1,1483886,"2,0,0,0"
LG1,1485024,"2,0,0,0"
LG1,1486384,"2,0,0,0"
LG1,1488717,"2,0,0,0"
LG1,1491056,"2,0,0,0"
LG1,1492603,"2,0,0,0"
LG1,1494185,"2,0,0,0"
LG1,1495980,"2,0,0,0"
LG1,1497489,"2,0,0,0"
LG1,1498871,"2,0,0,0"
LG1,1499991,"2,0,0,0"
LG1,1502327,"2,0,0,0"
LG1,1503374,"2,0,0,0"
LG1,1505120,"2,0,0,0"
LG1,1506164,"2,0,0,0"
LG1,1508533,"2,0,0,0"
LG1,1510009,"2,0,0,0"
LG1,1511372,"2,0,0,0"
LG1,1513323,"2,0,0,0"
LG1,1514653,"2,0,0,0"
LG1,1515774,"2,0,0,0"
LG1,1518190,"2,0,0,0"
LG1,1519812,"2,0,0,0"
LG1,1521464,"2,0,0,0"
LG1,1524088,"2,0,0,0"
LG1,1525131,"2,0,0,0"
LG1,1527398,"2,0,0,0"
LG1,1528887,"2,0,0,0"
LG1,1529973,"2,0,0,0"
LG1,1531345,"2,0,0,0"
LG1,1534033,"2,0,0,0"
LG1,1536080,"2,0,0,0"
LG1,1537348,"2,0,0,0"
LG1,1539336,"2,0,0,0"
LG1,1540360,"2,0,0,0"
LG1,1541448,"2,0,0,0"
LG1,1542625,"2,0,0,0"
LG1,1543754,"2,0,0,0"
LG1,1545665,"2,0,0,0"
LG1,1547416,"2,0,0,0"
LG1,1548443,"2,0,0,0"
LG1,1549463,"2,0,0,0"
LG1,1551980,"2,0,0,0"
LG1,1553176,"2,0,0,0"
LG1,1554204,"2,0,0,0"
LG1,1555658,"2,0,0,0"
LG1,1557754,"2,0,0,0"
LG1,1558938,"2,0,0,0"
LG1,1560000,"2,0,0,0"
LG1,1561763,"2,0,0,0"
LG1,1562929,"2,0,0,0"
LG1,1564019,"2,0,0,0"
LG1,1566152,"2,0,0,0"
LG1,1567668,"2,0,0,0"
LG1,1569128,"2,0,0,0"
LG1,1570822,"2,0,0,0"
LG1,1572019,"2,0,0,0"
LG1,1573423,"2,0,0,0"
LG1,1574636,"2,0,0,0"
LG1,1575648,"2,0,0,0"
LG1,1577091,"2,0,0,0"
LG1,1578233,"2,0,0,0"
LG1,1579896,"2,0,0,0"
LG1,1581139,"2,0,0,0"
LG1,1582193,"2,0,0,0"
LG1,1583455,"2,0,0,0"
LG1,1584533,"2,0,0,0"
LG1,1585558,"2,0,0,0"
LG1,1587354,"2,0,0,0"
LG1,1588778,"2,0,0,0"
LG1,1589873,"2,0,0,0"
LG1,1591608,"2,0,0,0"
LG1,1592711,"2,0,0,0"
LG1,1593883,"2,0,0,0"
LG1,1595146,"2,0,0,0"
LG1,1596459,"2,0,0,0"
LG1,1597676,"2,0,0,0"
LG1,1599117,"2,0,0,0"
LG1,1600350,"2,0,0,0"
LG1,1601663,"2,0,0,0"
LG1,1604359,"2,0,0,0"
LG1,1605363,"2,0,0,0"
LG1,1606433,"2,0,0,0"
LG1,1608160,"2,0,0,0"
LG1,1610722,"2,0,0,0"
LG1,1612209,"2,0,0,0"
LG1,1613317,"2,0,0,0"
LG1,1615277,"2,0,0,0"
LG1,1617280,"2,0,0,0"
LG1,1618703,"2,0,0,0"
LG1,1619719,"2,0,0,0"
LG1,1621919,"2,0,0,0"
LG1,1623095,"2,0,0,0"
LG1,1624295,"2,0,0,0"
LG1,1628228,"2,0,0,0"
LG1,1630047,"2,0,0,0"
LG1,1631233,"2,0,0,0"
LG1,1633322,"2,0,0,0"
LG1,1634346,"2,0,0,0"
LG1,1635778,"2,0,0,0"
LG1,1636809,"2,0,0,0"
LG1,1637850,"2,0,0,0"
LG1,1638996,"2,0,0,0"
LG1,1640189,"2,0,0,0"
LG1,1643578,"2,0,0,0"
LG1,1646002,"2,0,0,0"
LG1,1647474,"2,0,0,0"
LG1,1648772,"2,0,0,0"
LG1,1650598,"2,0,0,0"
LG1,1652160,"2,0,0,0"
LG1,1653844,"2,0,0,0"
LG1,1656061,"2,0,0,0"
LG1,1657349,"2,0,0,0"
LG1,1659106,"2,0,0,0"
LG1,1661340,"2,0,0,0"
LG1,1662548,"2,0,0,0"
LG1,1663591,"2,0,0,0"
LG1,1666472,"2,0,0,0"
LG1,1670454,"2,0,0,0"
LG1,1671632,"2,0,0,0"
LG1,1672635,"2,0,0,0"
LG1,1673761,"2,0,0,0"
LG1,1680545,"2,0,0,0"
LG1,1681602,"2,0,0,0"
LG1,1682736,"2,0,0,0"
LG1,1686565,"2,0,0,0"
LG1,1687684,"2,0,0,0"
LG1,1688905,"2,0,0,0"
LG1,1690087,"2,0,0,0"
LG1,1691338,"2,0,0,0"
LG1,1693690,"2,0,0,0"
LG1,1694850,"2,0,0,0"
LG1,1695887,"2,0,0,0"
LG1,1697517,"2,0,0,0"
LG1,1699890,"2,0,0,0"
LG1,1702282,"2,0,0,0"
LG1,1703297,"2,0,0,0"
LG1,1704651,"2,0,0,0"
LG1,1707881,"2,0,0,0"
LG1,1708981,"2,0,0,0"
LG1,1710157,"2,0,0,0"
LG1,1712772,"2,0,0,0"
LG1,1716236,"2,0,0,0"
LG1,1720645,"2,0,0,0"
LG1,1721745,"2,0,0,0"
LG1,1723610,"2,0,0,0"
LG1,1724735,"2,0,0,0"
LG1,1726889,"2,0,0,0"
LG1,1728329,"2,0,0,0"
LG1,1729827,"2,0,0,0"
LG1,1730846,"2,0,0,0"
LG1,1732447,"2,0,0,0"
LG1,1734939,"2,0,0,0"
LG1,1736224,"2,0,0,0"
LG1,1737312,"2,0,0,0"
LG1,1738570,"2,0,0,0"
LG1,1739822,"2,0,0,0"
LG1,1741100,"2,0,0,0"
LG1,1743051,"2,0,0,0"
LG1,1748072,"2,0,0,0"
LG1,1749889,"2,0,0,0"
LG1,1751242,"2,0,0,0"
LG1,1757693,"2,0,0,0"
LG1,1759107,"2,0,0,0"
LG1,1761460,"2,0,0,0"
LG1,1762549,"2,0,0,0"
LG1,1763582,"2,0,0,0"
LG1,1764975,"2,0,0,0"
LG1,1767712,"2,0,0,0"
LG1,1769558,"2,0,0,0"
LG1,1771343,"2,0,0,0"
LG1,1774333,"2,0,0,0"
LG1,1775760,"2,0,0,0"
LG1,1777165,"2,0,0,0"
LG1,1779668,"2,0,0,0"
LG1,1781402,"2,0,0,0"
LG1,1782552,"2,0,0,0"
LG1,1784102,"2,0,0,0"
LG1,1786713,"2,0,0,0"
LG1,1787976,"2,0,0,0"
LG1,1789751,"2,0,0,0"
LG1,1790766,"2,0,0,0"
LG1,1791898,"2,0,0,0"
LG1,1792979,"2,0,0,0"
LG1,1793979,"2,0,0,0"
LG1,1795389,"2,0,0,0"
LG1,1796905,"2,0,0,0"
LG1,1798654,"2,0,0,0"
LG1,1799690,"2,0,0,0"
LG1,1800807,"2,0,0,0"
LG1,1802301,"2,0,0,0"
LG1,1803833,"2,0,0,0"
LG1,1805126,"2,0,0,0"
LG1,1806615,"2,0,0,0"
LG1,1808309,"2,0,0,0"
LG1,1809990,"2,0,0,0"
LG1,1812189,"2,0,0,0"
LG1,1813214,"2,0,0,0"
LG1,1814643,"2,0,0,0"
LG1,1818938,"2,0,0,0"
LG1,1820454,"2,0,0,0"
LG1,1821483,"2,0,0,0"
LG1,1827277,"2,0,0,0"
LG1,1828316,"2,0,0,0"
LG1,1830326,"2,0,0,0"
LG1,1832046,"2,0,0,0"
LG1,1833235,"2,0,0,0"
LG1,1834781,"2,0,0,0"
LG1,1836548,"2,0,0,0"
LG1,1837597,"2,0,0,0"
LG1,1838954,"2,0,0,0"
LG1,1840249,"2,0,0,0"
LG1,1841974,"2,0,0,0"
LG1,1843187,"2,0,0,0"
LG1,1844964,"2,0,0,0"
LG1,1847273,"2,0,0,0"
LG1,1848724,"2,0,0,0"
LG1,1849748,"2,0,0,0"
LG1,1852046,"2,0,0,0"
LG1,1853647,"2,0,0,0"
LG1,1854805,"2,0,0,0"
LG1,1856841,"2,0,0,0"
LG1,1859215,"2,0,0,0"
LG1,1860596,"2,0,0,0"
LG1,1861601,"2,0,0,0"
LG1,1863221,"2,0,0,0"
LG1,1864358,"2,0,0,0"
LG1,1865529,"2,0,0,0"
